recipe_name,calories,protein_g,carbohydrates_g,fat_g,fiber_g,sugar_g,sodium_mg,cholesterol_mg,vitamin_a_percent,vitamin_c_percent,calcium_percent,iron_percent
Chomchom,340,9,45,16,13,2,1094,19,27,31,13,15
Pitha,625,26,78,15,5,17,484,48,22,8,15,14
Shorshe Ilish,446,39,58,22,6,11,1012,0,6,34,15,17
Rezala,609,23,38,21,8,9,228,84,24,35,27,13
Bangladeshi Desserts Special 179,494,19,62,15,14,6,731,23,33,41,29,34
Bangladeshi Desserts Special 180,546,37,61,26,2,10,960,13,23,44,7,32
Rezala,162,32,41,37,6,8,1371,98,28,40,28,30
Bangladeshi Desserts Special 182,449,36,64,35,3,8,1120,71,5,34,26,19
Bangladeshi Desserts Special 183,577,32,33,26,3,3,494,0,20,26,27,30
Mishti Doi,239,29,47,27,5,5,954,39,37,39,11,22
Bhuna Khichuri,547,16,50,28,4,4,227,30,13,15,26,32
Bangladeshi Desserts Special 186,312,39,76,26,9,17,411,56,25,59,24,22
Bangladeshi Desserts Special 187,463,47,59,39,14,3,536,83,24,6,24,33
Pitha,509,46,48,18,7,19,645,0,31,39,13,30
Rezala,366,36,62,24,14,15,999,60,22,30,5,14
Pitha,466,33,59,22,2,18,671,95,31,50,11,19
Mishti Doi,586,5,64,15,2,17,1327,0,8,7,8,36
Bangladeshi Desserts Special 192,703,48,55,35,13,10,672,78,13,14,20,38
Bangladeshi Desserts Special 193,395,42,40,33,4,7,908,0,30,8,18,27
Hilsa Fish Curry,154,29,65,27,7,10,900,14,29,23,6,19
Kacchi Biryani,501,21,50,33,8,16,356,89,36,39,28,34
Bangladeshi Desserts Special 196,531,13,48,21,11,15,800,84,39,17,25,16
Kacchi Biryani,613,46,39,32,9,17,883,94,29,37,22,36
Rezala,191,36,37,27,3,3,1134,30,22,17,19,17
Mishti Doi,583,30,57,36,12,5,700,54,16,12,29,25
Bhuna Khichuri,391,35,73,16,6,18,1039,40,8,36,11,17
Bangladeshi Desserts Special 201,434,34,53,34,7,17,922,41,5,53,12,36
Bangladeshi Desserts Special 202,731,40,58,17,3,13,407,37,32,55,29,24
Mishti Doi,492,26,43,38,10,19,758,30,29,34,25,13
Bhuna Khichuri,187,18,34,14,11,14,899,32,13,18,21,38
Bangladeshi Desserts Special 205,401,31,75,28,10,7,804,17,10,37,19,32
Shorshe Ilish,274,36,62,27,12,11,678,85,21,42,6,24
Chomchom,390,21,31,21,2,2,580,30,16,56,24,29
Bhuna Khichuri,764,22,72,39,10,11,1024,90,28,19,22,10
Chomchom,366,25,73,39,8,5,241,96,23,17,7,15
Bangladeshi Desserts Special 210,506,12,40,21,5,5,773,53,34,47,20,18
Bangladeshi Desserts Special 211,641,21,39,24,2,9,291,21,34,12,29,33
Hilsa Fish Curry,337,41,48,20,5,18,1370,70,20,17,16,28
Hilsa Fish Curry,495,49,57,16,10,4,528,0,39,14,6,17
Chomchom,345,20,50,38,6,14,664,71,6,27,24,35
Bangladeshi Desserts Special 215,338,36,68,33,12,4,1082,0,28,27,11,37
Mishti Doi,273,26,74,26,6,11,1038,10,9,59,25,16
Bangladeshi Desserts Special 217,445,14,36,29,8,9,1207,82,19,19,7,26
Shorshe Ilish,200,23,69,21,13,17,1292,84,27,19,14,28
Shorshe Ilish,448,25,65,30,5,9,1415,0,24,57,19,33
Pitha,184,39,41,34,5,6,1447,61,22,17,22,11
Hilsa Fish Curry,499,41,57,36,12,7,1167,52,21,49,10,10
Bangladeshi Desserts Special 222,395,48,51,28,8,12,580,41,23,28,6,39
Pitha,363,21,61,38,3,15,1096,59,12,13,10,27
Bangladeshi Desserts Special 224,348,16,68,13,6,19,679,54,31,28,22,16
Pitha,738,49,71,36,5,2,1040,0,27,21,10,11
Bangladeshi Desserts Special 226,470,21,39,25,10,3,1012,48,29,45,27,17
Hilsa Fish Curry,727,35,54,32,14,6,565,69,20,22,8,31
Kacchi Biryani,188,23,37,18,10,15,1451,19,27,29,17,17
Bangladeshi Desserts Special 229,784,5,48,29,14,5,1000,96,23,9,13,17
Chomchom,381,5,45,16,13,12,1104,73,14,34,20,33
Hilsa Fish Curry,577,21,49,17,4,16,755,23,6,43,19,27
Rezala,458,41,42,36,11,9,1177,31,36,47,22,13
Bhuna Khichuri,242,15,35,23,6,10,405,37,33,12,17,38
Kacchi Biryani,642,43,69,18,4,2,1377,92,22,13,17,34
Bangladeshi Desserts Special 235,590,22,66,39,4,16,1306,44,38,59,7,39
Shorshe Ilish,345,33,32,25,2,11,1164,0,25,49,11,24
Bangladeshi Desserts Special 237,575,31,68,16,6,6,1128,54,38,58,16,35
Bangladeshi Desserts Special 238,459,17,44,10,11,4,1437,14,14,38,12,23
Chomchom,230,49,36,19,12,16,893,96,15,42,8,11
Pitha,729,47,67,25,4,13,857,79,19,53,9,17
Chomchom,417,12,64,23,8,12,355,60,22,30,6,19
Chomchom,170,40,64,23,8,18,502,16,26,25,18,33
Hilsa Fish Curry,341,38,58,37,2,15,765,5,34,21,19,29
Rezala,743,10,55,14,3,2,1091,50,30,13,11,10
Rezala,167,28,54,31,8,6,585,56,26,15,22,21
Kacchi Biryani,513,33,67,25,3,6,840,34,27,51,29,11
Bangladeshi Desserts Special 247,184,46,56,36,2,4,1406,35,13,14,29,35
Kacchi Biryani,690,12,76,26,14,16,526,58,21,17,13,33
Shorshe Ilish,151,20,75,26,7,12,1172,48,31,44,21,23
Bhuna Khichuri,483,27,68,28,3,13,430,0,11,15,23,21
Rezala,211,39,73,15,9,19,1233,0,38,13,15,13
Rezala,265,36,63,31,9,9,1388,19,5,35,12,13
Hilsa Fish Curry,324,15,32,26,5,17,779,62,20,27,24,25
Bangladeshi Desserts Special 254,724,12,47,27,9,9,220,43,34,11,20,34
Rezala,489,32,52,21,12,10,759,90,15,7,18,13
Bhuna Khichuri,727,10,49,17,6,16,803,22,21,43,6,31
Kacchi Biryani,504,21,32,23,2,16,384,66,5,15,21,10
Bangladeshi Desserts Special 258,461,22,65,18,14,9,448,58,7,8,5,27
Bhuna Khichuri,714,8,65,14,14,14,465,95,10,56,21,30
Chomchom,222,27,53,22,6,8,894,6,5,14,11,30
Pitha,545,32,49,15,4,12,418,53,24,43,15,12
Shorshe Ilish,470,37,43,23,6,13,1073,0,17,51,28,39
Rezala,244,13,59,29,2,7,1174,33,31,43,15,24
Bangladeshi Desserts Special 264,204,23,35,37,5,10,1064,25,21,50,24,20
Kacchi Biryani,772,21,44,35,5,13,949,62,20,40,22,11
Mishti Doi,792,21,31,19,13,8,1116,0,25,41,8,10
Bangladeshi Desserts Special 267,586,44,74,15,12,2,1436,83,35,36,11,33
Mishti Doi,296,33,44,23,14,6,1412,0,24,24,9,24
Rezala,615,41,63,30,11,14,347,0,32,17,14,10
Bangladeshi Desserts Special 270,288,46,43,19,2,2,823,77,12,37,9,22
Bangladeshi Desserts Special 271,287,15,41,19,3,5,634,22,15,57,9,19
Bangladeshi Desserts Special 272,470,35,51,28,6,16,307,10,23,33,8,36
Bhuna Khichuri,279,13,75,29,7,16,1307,61,31,42,11,22
Hilsa Fish Curry,329,47,70,25,2,3,1032,91,6,53,21,25
Mishti Doi,299,45,59,26,4,9,1290,86,25,57,27,13
Pitha,753,22,49,39,12,8,1342,7,34,59,26,28
Shorshe Ilish,639,32,38,22,4,3,845,86,6,35,8,14
Hilsa Fish Curry,175,42,47,25,8,18,333,32,5,36,28,20
Bhuna Khichuri,196,39,69,32,2,15,403,94,22,5,20,30
Hilsa Fish Curry,269,30,46,18,3,18,527,3,30,44,17,11
Rezala,417,33,32,23,6,14,1124,90,6,8,18,29
Bangladeshi Desserts Special 282,680,38,34,38,6,12,682,34,39,23,27,14
Bangladeshi Desserts Special 283,490,30,55,20,12,19,1499,82,31,6,16,31
Rezala,482,33,66,16,5,14,1216,13,14,45,8,27
Kacchi Biryani,521,13,39,18,8,9,572,20,32,24,14,19
Pitha,732,40,44,21,7,11,730,28,27,52,12,32
Bangladeshi Desserts Special 287,547,12,53,22,11,4,1373,35,6,57,15,38
Pitha,576,42,32,28,5,13,1286,82,21,38,28,20
Hilsa Fish Curry,279,38,51,31,7,14,1024,3,31,27,27,37
Kacchi Biryani,251,15,78,24,6,14,500,47,35,31,14,26
Shorshe Ilish,648,38,77,23,5,3,249,78,36,32,19,17
Pitha,301,17,48,15,8,11,411,41,20,5,8,39
Chomchom,442,15,36,22,10,18,1272,83,8,49,13,21
Pitha,775,5,33,11,6,18,524,84,12,45,26,14
Bangladeshi Desserts Special 295,679,45,71,25,11,9,596,11,18,53,9,12
Pitha,629,26,59,26,13,6,1352,96,32,9,22,33
Chomchom,525,35,39,39,9,12,672,77,5,55,15,10
Chomchom,424,20,58,37,14,18,507,21,39,33,20,14
Pitha,663,11,53,27,4,15,495,29,16,42,9,30
Bhuna Khichuri,463,41,76,37,5,2,1442,58,22,23,24,31
Chomchom,723,15,79,11,2,16,1391,69,28,30,14,16
Kacchi Biryani,276,9,49,24,2,15,774,55,10,15,11,17
Pitha,309,12,73,21,8,6,1380,65,6,47,24,21
Hilsa Fish Curry,761,16,74,13,12,13,1250,20,38,12,26,27
Hilsa Fish Curry,224,18,30,19,9,12,937,21,15,16,17,39
Pitha,590,14,69,24,12,8,444,65,13,56,18,34
Bhuna Khichuri,687,6,63,25,9,6,1112,3,39,51,20,34
Kacchi Biryani,403,14,44,12,5,7,912,78,13,58,11,37
Shorshe Ilish,197,6,65,27,9,6,303,80,26,27,9,37
Hilsa Fish Curry,531,18,49,22,5,8,683,55,30,30,5,39
Hilsa Fish Curry,552,5,63,13,11,16,915,38,11,56,7,24
Rezala,719,18,78,16,2,6,948,18,17,30,16,17
Pitha,417,13,42,11,9,15,433,40,12,24,19,11
Bhuna Khichuri,269,14,48,28,13,9,1085,0,29,33,22,34
Chomchom,675,5,37,14,12,14,1196,40,31,41,25,15
Bangladeshi Snacks Special 16,436,13,40,18,4,7,1066,52,28,24,20,33
Bangladeshi Snacks Special 17,229,8,60,16,6,14,883,3,36,15,19,13
Bangladeshi Snacks Special 18,507,17,61,20,7,15,1070,39,35,56,6,23
Chomchom,735,6,62,24,14,6,372,32,27,50,22,35
Pitha,662,14,37,29,11,19,954,59,11,32,11,12
Shorshe Ilish,721,17,69,23,13,8,375,82,32,20,12,30
Mishti Doi,739,11,51,17,3,8,1308,65,5,33,29,13
Kacchi Biryani,390,17,58,18,2,18,1227,9,35,58,10,16
Rezala,254,6,64,27,13,8,657,41,38,16,27,30
Chomchom,335,15,50,24,6,14,351,52,39,5,17,28
Shorshe Ilish,533,16,44,10,7,16,289,29,32,6,25,35
Bangladeshi Snacks Special 27,577,19,35,16,7,17,781,0,36,54,8,10
Bangladeshi Snacks Special 28,328,7,51,29,2,11,999,22,20,24,7,31
Pitha,791,11,62,18,8,12,1137,20,32,31,27,32
Kacchi Biryani,514,19,36,28,13,5,863,23,32,24,13,16
Bangladeshi Snacks Special 31,737,5,78,24,11,8,612,94,19,17,23,21
Pitha,335,17,55,16,8,6,524,58,31,12,17,34
Bangladeshi Snacks Special 33,480,15,41,19,7,7,668,26,10,25,22,38
Bangladeshi Snacks Special 34,703,19,39,29,8,2,789,24,6,48,9,28
Shorshe Ilish,490,5,30,13,10,18,1425,24,25,54,13,37
Shorshe Ilish,389,11,38,17,6,7,1428,24,24,51,13,13
Hilsa Fish Curry,236,6,43,13,13,17,489,29,35,52,22,35
Rezala,697,11,34,24,11,5,781,36,37,30,25,13
Bangladeshi Snacks Special 39,279,5,45,25,7,4,512,0,23,19,11,14
Rezala,155,13,58,29,5,2,748,75,15,55,5,36
Chomchom,573,10,49,21,5,17,546,0,21,52,20,21
Kacchi Biryani,336,6,63,10,2,7,1090,1,21,18,20,30
Pitha,538,10,77,29,11,4,513,16,31,6,20,15
Mishti Doi,717,12,34,20,10,6,1004,93,24,58,15,11
Bhuna Khichuri,188,10,78,26,4,2,986,18,5,35,17,10
Bhuna Khichuri,558,7,39,28,9,8,1253,95,37,37,19,35
Mishti Doi,525,8,72,12,8,18,729,14,24,10,17,36
Bangladeshi Snacks Special 48,415,7,33,29,5,2,1159,83,18,20,25,18
Rezala,288,5,48,26,8,16,374,19,15,15,6,36
Kacchi Biryani,637,5,55,18,5,10,718,79,12,41,14,27
Kacchi Biryani,202,14,57,24,8,7,1090,14,11,41,13,36
Pitha,503,15,79,14,9,14,614,0,11,34,11,36
Bangladeshi Snacks Special 53,631,12,78,29,12,4,1332,41,36,50,23,27
Bhuna Khichuri,220,8,32,27,13,9,1484,96,33,53,15,23
Mishti Doi,700,15,33,28,7,16,876,72,5,19,8,26
Bangladeshi Snacks Special 56,572,10,64,11,10,15,314,0,27,25,21,19
Shorshe Ilish,257,16,74,18,7,13,266,30,15,28,14,35
Kacchi Biryani,314,7,49,17,8,14,640,88,38,29,5,32
Chomchom,355,18,36,23,14,2,827,33,36,49,28,25
Mishti Doi,287,19,35,18,11,11,642,88,38,44,21,20
Bangladeshi Snacks Special 61,633,7,36,24,3,12,1130,56,8,48,16,11
Bhuna Khichuri,214,13,57,28,11,5,757,7,22,37,13,34
Kacchi Biryani,221,11,71,16,14,13,433,78,33,23,26,11
Pitha,305,10,55,26,3,3,886,90,39,24,5,24
Bangladeshi Snacks Special 65,678,18,67,16,5,8,876,37,29,49,11,13
Pitha,259,8,54,10,3,18,301,0,23,52,22,15
Mishti Doi,588,9,49,27,3,5,608,29,22,39,8,24
Bangladeshi Snacks Special 68,702,7,72,11,14,11,1031,66,21,36,5,22
Bangladeshi Snacks Special 69,378,10,33,19,3,6,572,94,18,55,12,18
Bangladeshi Snacks Special 70,299,13,57,15,13,8,1113,2,7,6,16,22
Chomchom,605,12,39,27,4,8,488,80,19,53,17,13
Chomchom,706,16,57,15,5,18,947,38,17,41,17,12
Bangladeshi Snacks Special 73,749,17,31,23,5,8,1065,98,16,26,28,35
Bangladeshi Snacks Special 74,645,19,50,27,6,12,1428,22,10,42,9,14
Chomchom,420,12,70,16,3,15,1016,0,24,16,9,19
Bangladeshi Snacks Special 76,673,5,66,11,6,6,850,1,9,38,26,33
Pitha,748,14,54,10,4,5,541,28,33,9,10,12
Bangladeshi Snacks Special 78,189,15,72,10,6,19,863,31,27,32,17,31
Bhuna Khichuri,737,17,56,15,2,8,1450,64,29,13,24,15
Hilsa Fish Curry,313,7,36,22,9,2,871,38,22,19,13,19
Pitha,213,11,65,27,10,13,1298,5,19,39,21,27
Bhuna Khichuri,663,7,50,13,2,10,537,8,6,47,6,33
Pitha,191,19,30,25,2,18,600,31,15,48,18,19
Chomchom,517,17,76,19,7,10,1417,0,27,52,23,12
Bangladeshi Snacks Special 85,692,14,61,29,10,5,820,51,29,20,12,27
Rezala,474,17,78,23,9,19,856,41,33,40,5,37
Pitha,704,16,68,24,2,14,382,47,32,28,29,16
Bangladeshi Snacks Special 88,513,8,40,14,14,17,760,22,22,8,17,23
Bangladeshi Snacks Special 89,594,10,55,20,5,6,969,82,31,30,6,38
Hilsa Fish Curry,158,17,77,19,6,16,1061,26,37,26,15,14
Hilsa Fish Curry,754,18,70,27,9,6,793,61,35,46,14,13
Bangladeshi Snacks Special 92,209,5,56,26,12,18,1141,7,32,38,7,29
Rezala,776,13,78,15,14,11,655,63,24,5,12,18
Bangladeshi Snacks Special 94,719,15,64,23,13,12,1180,0,21,46,8,28
Chomchom,648,11,44,26,3,6,418,15,11,32,13,24
Bangladeshi Snacks Special 96,212,8,52,16,6,7,1140,0,17,12,28,36
Mishti Doi,649,19,65,21,12,4,1201,18,24,58,16,13
Pitha,495,5,62,15,14,4,1135,5,7,12,10,31
Kacchi Biryani,410,6,47,26,11,9,503,31,25,45,23,34
Bangladeshi Snacks Special 100,257,18,51,23,3,3,583,23,19,18,21,17
Pitha,194,14,68,15,14,18,881,80,35,20,18,32
Hilsa Fish Curry,466,15,54,26,8,10,219,67,24,33,27,10
Chomchom,184,14,64,19,9,14,449,75,9,29,9,13
Bangladeshi Snacks Special 104,253,15,53,14,12,15,750,61,16,58,13,27
Shorshe Ilish,492,18,78,14,11,7,1135,46,35,18,22,11
Kacchi Biryani,156,12,73,22,11,14,664,59,29,33,5,10
Bangladeshi Snacks Special 107,798,12,64,21,5,3,683,19,28,44,21,30
Mishti Doi,717,7,67,25,12,13,431,0,20,49,20,35
Hilsa Fish Curry,248,14,68,11,7,10,621,83,17,13,23,10
Pitha,721,8,60,16,3,12,1213,23,37,53,17,37
Bhuna Khichuri,298,7,30,27,10,12,521,49,15,40,20,22
Bhuna Khichuri,609,15,75,16,11,11,1430,55,32,22,14,32
Hilsa Fish Curry,303,7,48,27,12,6,400,0,38,39,21,11
Hilsa Fish Curry,778,11,49,16,2,12,1157,26,32,8,19,18
Pitha,672,12,65,10,10,10,229,23,23,26,18,36
Bangladeshi Snacks Special 116,762,18,73,28,10,9,836,94,12,10,19,34
Bangladeshi Snacks Special 117,413,18,71,23,13,5,1475,6,31,12,23,18
Hilsa Fish Curry,526,11,58,20,7,3,215,62,20,51,7,22
Bangladeshi Snacks Special 119,501,13,41,18,9,15,1080,51,19,43,24,31
Hilsa Fish Curry,388,10,33,16,8,12,1139,22,5,42,28,14
Hilsa Fish Curry,732,16,67,11,13,5,950,0,38,6,27,14
Bangladeshi Snacks Special 122,213,9,53,27,8,13,500,0,37,46,12,24
Kacchi Biryani,200,9,72,12,9,16,1146,75,32,54,25,21
Chomchom,444,12,34,29,3,14,656,89,19,21,8,35
Bangladeshi Snacks Special 125,153,7,75,27,3,15,641,18,35,33,15,36
Bangladeshi Snacks Special 126,227,13,62,16,7,15,810,41,29,10,14,30
Kacchi Biryani,597,18,39,17,6,19,804,62,8,50,28,12
Pitha,528,10,77,20,14,9,789,59,25,29,15,10
Shorshe Ilish,378,9,41,15,2,2,392,27,36,8,22,39
Bangladeshi Snacks Special 130,168,6,56,17,14,2,1154,72,16,58,23,28
Bhuna Khichuri,575,18,69,25,3,16,1102,80,23,46,28,12
Bangladeshi Snacks Special 132,372,10,33,13,13,9,800,40,31,36,10,15
Bangladeshi Snacks Special 133,679,10,56,22,6,2,735,25,14,38,8,15
Shorshe Ilish,372,15,72,10,13,5,1183,1,32,21,10,26
Bangladeshi Snacks Special 135,534,6,42,12,9,15,955,80,15,37,15,20
Bangladeshi Snacks Special 136,583,7,33,23,11,15,718,27,9,13,5,11
Bangladeshi Snacks Special 137,627,13,30,20,7,9,504,96,18,12,14,28
Bangladeshi Snacks Special 138,557,9,67,14,13,15,1491,0,33,38,14,15
Pitha,718,17,56,10,10,3,379,66,34,45,14,38
Chomchom,428,13,59,20,11,18,1440,0,22,41,6,25
Kacchi Biryani,563,18,74,26,14,12,1196,19,23,45,20,39
Bangladeshi Snacks Special 142,482,8,47,23,11,9,464,70,7,28,15,14
Pitha,377,11,55,23,13,15,526,0,13,38,25,19
Bangladeshi Snacks Special 144,398,5,68,14,10,6,310,64,23,38,24,19
Pitha,585,9,30,29,6,4,797,33,28,35,9,11
Chomchom,725,5,50,27,2,16,345,19,30,14,11,26
Shorshe Ilish,318,8,55,18,11,4,489,4,17,58,23,26
Hilsa Fish Curry,158,12,37,15,13,2,321,51,39,20,26,24
Pitha,534,13,55,16,7,19,747,85,15,27,7,28
Bangladeshi Snacks Special 150,393,16,31,21,7,3,1431,73,27,8,14,13
Shorshe Ilish,206,10,45,27,14,4,1118,17,21,45,7,39
Bangladeshi Snacks Special 152,735,9,78,25,4,9,1321,14,27,46,24,29
Mishti Doi,793,16,51,14,2,4,1250,39,32,14,22,11
Bangladeshi Snacks Special 154,212,16,70,29,3,18,522,87,16,50,17,19
Bangladeshi Snacks Special 155,599,11,39,22,11,19,1305,43,37,48,20,29
Mishti Doi,639,18,55,22,6,14,863,68,37,22,17,33
Kacchi Biryani,247,11,65,21,8,16,1397,36,37,18,28,23
Pitha,245,12,56,13,9,15,1079,73,24,54,6,21
Bhuna Khichuri,206,18,38,24,11,19,398,12,8,53,27,18
Rezala,157,16,60,22,13,12,1437,54,24,55,12,35
Shorshe Ilish,561,17,67,14,12,15,340,32,27,18,15,22
Rezala,468,19,33,13,2,16,509,33,16,49,8,17
Bangladeshi Snacks Special 163,572,19,44,28,10,15,1231,88,12,12,26,18
Bangladeshi Snacks Special 164,209,8,58,16,14,11,1087,20,23,56,21,38
Bhuna Khichuri,511,12,36,19,13,18,745,59,21,8,12,21
Bangladeshi Snacks Special 166,695,5,68,16,6,5,627,16,33,21,29,19
Pitha,446,5,77,18,2,2,1039,0,36,10,16,14
Chomchom,778,11,60,21,10,2,1275,73,24,40,10,32
Pitha,643,13,42,25,5,19,1103,68,30,5,15,10
Shorshe Ilish,311,11,53,28,9,19,301,29,8,53,8,22
Mishti Doi,721,9,57,22,12,2,1429,0,19,45,24,37
Pitha,753,7,70,29,14,18,1342,12,20,30,12,32
Pitha,723,8,53,14,10,14,929,88,14,12,18,33
Bangladeshi Snacks Special 174,462,6,32,13,10,3,577,0,24,16,26,13
Bangladeshi Snacks Special 175,545,17,60,18,14,19,1112,17,22,55,22,30
Shorshe Ilish,304,8,75,22,14,19,805,71,14,31,26,18
Bangladeshi Snacks Special 177,295,8,30,28,2,17,1349,29,35,28,26,24
Bangladeshi Snacks Special 178,669,13,37,23,12,14,494,3,18,49,19,35
Bangladeshi Snacks Special 179,416,13,56,14,14,11,1023,88,10,40,12,13
Bangladeshi Snacks Special 180,471,10,52,21,5,9,240,23,7,49,22,17
Bangladeshi Snacks Special 181,765,9,35,18,6,18,1337,1,10,29,5,11
Pitha,498,19,50,13,13,16,639,26,10,7,10,32
Rezala,246,15,64,10,9,8,1010,59,19,38,29,15
Hilsa Fish Curry,573,15,69,20,8,15,1147,22,25,48,22,35
Hilsa Fish Curry,760,14,52,20,4,13,442,74,32,9,28,12
Rezala,798,11,55,11,14,12,618,0,30,28,26,31
Bangladeshi Snacks Special 187,527,15,48,29,2,3,1033,22,14,25,26,13
Bangladeshi Snacks Special 188,648,5,72,11,9,3,1111,7,25,47,29,35
Rezala,489,7,71,27,6,2,988,19,13,54,27,35
Bangladeshi Snacks Special 190,521,9,44,25,5,8,1333,25,14,48,9,20
Rezala,476,19,67,19,11,4,752,86,34,52,27,21
Bangladeshi Snacks Special 192,263,18,68,14,10,14,604,91,35,22,15,35
Rezala,504,19,71,23,14,16,248,43,34,6,12,23
Mishti Doi,780,5,34,16,7,10,581,58,39,14,9,18
Bangladeshi Snacks Special 195,604,6,72,13,10,14,931,48,38,47,23,27
Bangladeshi Snacks Special 196,625,5,41,12,8,14,251,73,27,22,19,15
Shorshe Ilish,348,9,41,16,12,5,742,0,26,56,16,10
Bangladeshi Snacks Special 198,538,16,71,10,4,2,1021,0,6,14,25,22
Bangladeshi Snacks Special 199,606,17,50,25,9,13,665,53,31,38,28,16
Shorshe Ilish,206,7,69,25,7,16,709,2,33,37,26,11
Bangladeshi Snacks Special 201,298,10,46,13,9,6,1461,67,17,7,11,35
Rezala,665,19,50,22,8,9,1398,87,23,31,24,36
Pitha,543,15,32,14,5,9,679,57,21,44,15,28
Mishti Doi,556,11,77,25,4,19,1040,19,35,36,22,20
Rezala,726,14,76,14,4,6,1024,82,9,33,10,19
Rezala,362,13,74,10,4,19,1081,98,28,11,27,27
Pitha,340,6,48,28,14,18,1103,88,37,45,9,22
Bangladeshi Snacks Special 208,621,17,66,20,8,6,1169,75,34,24,16,32
Bangladeshi Snacks Special 209,500,15,53,23,5,17,650,78,19,27,18,28
Bhuna Khichuri,223,13,76,11,11,11,960,13,33,8,7,39
Bangladeshi Snacks Special 211,607,15,62,17,14,17,1157,36,24,19,5,31
Shorshe Ilish,769,5,47,19,11,12,307,98,14,50,9,17
Pitha,777,12,40,13,9,12,476,60,8,22,29,38
Chomchom,189,6,45,11,12,8,592,61,18,53,27,20
Hilsa Fish Curry,739,7,30,27,3,14,250,94,8,36,15,33
Kacchi Biryani,595,17,68,19,5,17,1420,61,12,34,28,19
Pitha,711,15,40,23,13,5,878,0,13,7,22,21
Pitha,371,8,52,11,8,3,594,30,5,52,9,33
Rezala,387,7,56,21,9,17,739,32,22,43,26,17
Pitha,588,16,36,15,8,16,821,0,35,22,17,13
Mishti Doi,496,5,35,10,3,12,579,23,24,28,6,16
Shorshe Ilish,762,7,30,29,4,14,637,43,38,36,11,12
Bangladeshi Snacks Special 223,619,13,61,24,8,13,1254,7,34,57,18,14
Kacchi Biryani,760,11,61,16,14,12,1462,99,12,57,10,14
Bangladeshi Snacks Special 225,153,13,74,14,3,5,258,94,13,16,15,14
Chomchom,599,10,66,28,9,19,368,63,7,9,17,28
Mishti Doi,221,9,67,17,12,8,423,55,16,37,29,25
Bangladeshi Snacks Special 228,279,9,68,10,6,15,345,7,13,13,28,29
Bangladeshi Snacks Special 229,610,7,51,17,5,6,373,2,31,17,23,28
Bangladeshi Snacks Special 230,337,5,72,27,4,7,657,4,6,12,8,27
Bhuna Khichuri,188,6,33,28,8,3,986,90,22,41,26,29
Bhuna Khichuri,267,14,33,22,6,16,844,11,27,10,6,32
Bangladeshi Snacks Special 233,414,17,30,17,8,18,333,59,36,38,14,37
Bhuna Khichuri,613,16,65,19,5,15,744,90,18,31,10,15
Chomchom,729,8,79,10,4,2,989,29,19,57,20,27
Chomchom,429,17,36,12,3,13,459,80,38,58,12,17
Chomchom,423,17,63,22,5,4,206,0,19,26,23,27
Mishti Doi,404,13,34,21,4,11,1401,9,15,12,26,37
Pitha,383,8,43,16,13,9,394,60,13,58,10,17
Bhuna Khichuri,151,6,62,20,10,9,643,63,24,47,14,39
Chomchom,584,15,48,15,4,3,459,66,21,27,17,29
Pitha,789,17,53,16,3,2,914,23,20,12,27,20
Bangladeshi Snacks Special 243,520,6,31,29,10,6,535,88,24,12,6,33
Bangladeshi Snacks Special 244,241,11,36,26,6,18,205,83,22,12,26,10
Pitha,551,18,31,29,14,16,610,93,28,57,20,25
Bangladeshi Snacks Special 246,440,14,74,24,5,5,581,0,32,8,29,36
Bangladeshi Snacks Special 247,451,8,42,10,7,12,1185,40,35,9,5,11
Pitha,207,7,52,28,5,14,826,59,37,56,12,20
Chomchom,463,5,32,22,6,11,1093,72,6,32,18,28
Shorshe Ilish,311,5,51,23,2,8,1272,40,14,49,24,14
Hilsa Fish Curry,181,13,61,21,4,13,1316,24,25,6,21,24
Bangladeshi Snacks Special 252,535,7,64,29,6,13,256,11,8,27,8,15
Pitha,545,18,59,25,5,5,1281,27,19,28,6,38
Rezala,393,12,58,20,8,6,1207,5,19,59,6,26
Bangladeshi Snacks Special 255,610,18,68,28,5,11,769,69,21,59,20,38
Hilsa Fish Curry,773,16,77,16,10,10,1066,98,30,24,20,36
Chomchom,775,16,33,27,4,6,567,6,6,11,10,23
Pitha,385,5,32,10,12,9,1270,30,33,59,23,34
Kacchi Biryani,508,12,59,27,3,13,1121,34,15,14,16,21
Chomchom,224,19,43,14,12,5,808,91,15,18,18,10
Chomchom,728,15,45,16,14,16,1187,17,17,53,5,25
Mishti Doi,521,15,47,18,9,5,599,23,12,49,17,14
Mishti Doi,272,8,59,28,7,2,650,99,18,48,6,10
Chomchom,186,8,70,18,12,3,338,32,14,12,26,21
Hilsa Fish Curry,599,19,48,28,14,5,945,81,10,44,24,31
Pitha,334,16,61,28,6,4,652,0,15,55,28,36
Chomchom,397,6,52,29,12,14,1458,0,36,6,8,19
Rezala,424,6,40,20,7,8,1107,62,31,19,8,30
Bhuna Khichuri,198,11,59,15,10,5,1203,13,17,25,12,34
Bhuna Khichuri,665,12,69,28,10,4,214,81,21,44,29,14
Bangladeshi Snacks Special 271,405,7,46,19,10,14,777,47,12,9,12,38
Hilsa Fish Curry,395,10,35,20,4,2,591,98,25,43,10,12
Bangladeshi Snacks Special 273,601,10,53,27,11,11,442,32,36,11,26,39
